Nº Contrato;Apelido Cliente;Nome Cliente;Categoria Cliente;Contato;Fone;Email;Referência;Status;Tipo Contrato;Início Vigência;Fim Vigência;Data Cadastro;Próx. Reajuste;Obs
"458";"18244824000172 CONDOMINIO DO E";"CONDOMINIO DO EDIFICIO ATIVE CENTRO EMPRESARIAL";;"Rafaela";"27 2233 8799";"francielen@condominiar.adm.brcondominio.ative@gmail.comnfs01@atasistemas.com.br";"VALOR R$119,00 MENSAL - TOPPONTO WEB 20F";"ATIVO";"Outros Mensal";"03/12/2025";"03/12/2026";"12/12/2025 14:53";"03/12/2026";"Sistema de Ponto:||- Licença mensal do software TopPonto Web (Até 20 funcionários ativos)."
"455";"23797155000104-TOTAL FIT ACADE";"TOTAL FIT ACADEMIA LTDA";;"Poliana";"27998299917";"polianalazarini@gmail.comnfs01@atasistemas.com.br";"VALOR R$230,00 MENSAL - SECULLUM 600P | 2 Equipamentos";"ATIVO";"Academia Secullum";"12/11/2025";"12/11/2026";"28/11/2025 15:06";"12/11/2026";"Sistema de Acesso:||Licença mensal do Software Secullum Academia Net (600 Pessoas e 02 Equipamentos)."
"398";"25525789000125 ZAMPERLINI";"ZAMPERLINI SERVICOS LTDA";;"Financeiro";"27 21048999";"financeiro@zamperliniltda.comnfs01@atasistemas.com.br";"VALOR R$ 209,00 MENSAL Software Secullum Web até 20 F";"ATIVO";"Ponto Secullum";"27/05/2025";"27/05/2026";"09/06/2025 11:34";"27/05/2026";"Sistema de ponto:||Licença Mensal do software Secullum Web até 20 Funcionários.||21/07/2025 - Adicional de +10 funcionários, passando de 20 para até 30 funcionários ativos. Acréscimo de R$ 30,00 passando de R$ 209,00 para R$ 239,00 mensais.||"
"387";"26724924000124-MEPY";"MEPY TRANSPORTES LTDA";;"financeiro";"(27)3029-0840";"ferreirafinanceiro@transmep.com.bradilaine.silva@transmep.com.br";"Valor R$ 1.137,54 Anual I Ponto Secullum sem nuvem 20F";"ATIVO";"Ponto Secullum Anual";"25/03/2025";"25/04/2026";"25/03/2025 16:00";"25/04/2026";"Descrição: Contrato de manutenção de sistema de ponto.||- Licença Anual do Ponto Secullum 4 sem Módulo Web Nuvem ( Até 20 funcionários )|- Serviço técnico de apoio e suporte remoto.|*** Relógio de Ponto REP iDClass Biometria e Proximidade ASK||25/03/2025: Migração do Contrato 2586 para este e renovação do Contrato aplicando IGP-M, passando de R$ 1.049,01 anual para R$ 1.137,54 anual."
"472";"27054162008143 MITRA ARQUIDIOC";"MITRA ARQUIDIOCESANA DE VITORIA";;"Leonardo";"27 33294282";"adm.nspsocorro@aves.org.brnfs01@atasistemas.com.br";"VALOR MENSAL R$149,00 - PONTO SECULLUM 10F";"ATIVO";"Ponto Secullum";"28/01/2026";"28/01/2027";"30/01/2026 14:27";"28/01/2027";"Sistema de Ponto:||- Licença mensal do Software Secullum Web Pro (Até 10 funcionários ativos)."
"2590";"27060433000199-OCB / ES - SIND";"OCB / ES - SINDICATO E ORGANIZAÇãO DAS COOPE BRASILEIRAS ES";;"Financeiro";"(27)2125-3200";"Gefin-sescoop-es@ocbes.coop.brcont@ocbes.coop.brnfs01@atasistemas.com.br";"RESCINDIDO";"CANCELADO";"Ponto Secullum";"15/05/2024";"15/05/2026";"27/01/2025 14:08";"15/05/2026";"Descrição: Contrato de manutenção de sistema de ponto.||- Licença Mensal do Ponto Secullum Web ( Até 20 funcionários )|- Serviço técnico de apoio e suporte remoto.||16/05/25 Contrato renovado por IGPM. Acréscimo de 8,51%. Passando de R$163,91 para R$177,86||06/04/2021 - Alteração da licença para até 30 funcionários ativos no valor de R$ 149,00.||Tabela apresentada:|R$ 99,00 / mês – Até 20 funcionários ativos|R$ 149,00 / mês – Até 30 funcionários ativos|R$ 199,00 / mês – Até 40 funcionários ativos|R$ 239,00 / mês – Até 50 funcionários ativos|R$ 279,00 / mês – Até 60 funcionários ativos"
"422";"28483097000150 EDIFICIO RURALB";"CONDOMINIO DO EDIFICIO RURALBANK";;"Financeiro";"(27) 3223-8385";"contasapagar2@mgmonline.com.brpagamentos@mgmonline.com.brnfs01@atasistemas.com.br";"Valor R$ 149,00 Mensal I Ponto Web 10F";"ATIVO";"Ponto Secullum";"01/09/2025";"01/09/2026";"29/08/2025 10:13";"01/09/2026";"Sistema de ponto:||Software do ponto secullum web para até 10 funcionários||Linha do tempo:|29/08/2025: o contrato só foi criado nessa data. Os clientes estavam na base BASIC da Portervix - sem faturamento até então. Início formal 01/09."
"481";"28484244000106 MG PARTICIPACAO";"MG PARTICIPACAO E EMPREENDIMENTOS LTDA";;"Financeiro";"27 3239 1836";"mg@parquedapaz.com.brkatiamazarim@hotmail.comatendimento@parquedapaz-es.com.brrosaria@parquedapaz-es.com.brval-schetini@hotmail.comnfs01@atasistemas.com.br";"Valor R$329,00 Mensal I Ponto Web Pro 50F";"CANCELADO";"Ponto Secullum";"18/03/2026";"18/03/2027";"20/03/2026 15:15";"18/03/2027";"Sistema de Ponto ||Software Ponto Secullum Web PRO para até 50 funcionários."
"421";"31674781000123 CONILON";"CONDOMINIO DO EDIFICIO CONILON";;"Financeiro";"27 4009 9000";"pagamentos@mgmonline.com.brcontasapagar2@mgmonline.com.brnfs01@atasistemas.com.br";"Valor R$ 149,00 Mensal I Ponto Web 10F";"ATIVO";"Ponto Secullum";"01/09/2025";"01/09/2026";"29/08/2025 10:10";"01/09/2026";"Descrição: Contrato de manutenção de sistema de ponto.||- Licença Anual do Ponto Secullum Web ( Até 05 funcionários), vinculado ao banco de dados principal da 15490603000196 - MGM SERVIÇOS ADMINISTRATIVOS EIRELI.|- Serviço técnico de apoio e suporte remoto.|||Linha do tempo:|29/08/2025: o contrato só foi criado nessa data. Os clientes estavam na base BASIC da Portervix - sem faturamento até então. Início formal 01/09."
"454";"31795628000154-CENTRO DE EDUCA";"CENTRO DE EDUCACAO INFANTIL JEITO DE SER LTDA";;"Alessandra";"27 3225 5271";"administrativo@crechejeitodeser.com.brnfs01@atasistemas.com.br";"VALOR MENSAL R$279,00 - SECULLUM 40F";"ATIVO";"Outros Mensal";"10/11/2025";"10/11/2026";"28/11/2025 14:28";"10/11/2026";"Sistema de Ponto:||- Licença mensal do Software Secullum Web (até 40 Funcionários ativos)."
"356";"36044501000117 CONDOMINIO DO";"CONDOMINIO DO EDIFICIO DA ASSOCIACAO MEDICA DO E. SANTO";;"Financeiro";"(27) 3323-0109";"adm@condominioames.com.brnfs01@atasistemas.com.br";"Valor R$ 122,52 - TopPonto Web";"ATIVO";"Ponto Topdata";"30/08/2024";"29/08/2026";"27/01/2025 17:25";"29/08/2026";"Contrato de manutenção de sistema de ponto.|1 (um) |  Coletor de Ponto INNer Ponto 4 Topdata bioprox .|- Licença do TopPonto Web (Até 20 funcionários ativos).||26/09/2025 - Renovação por IGPM. Acréscimo de 2,96%. Passando de R$119,00 para R$122,52"
"445";"39261920000107 ED MASTER PLACE";"CONDOMINIO DO EDIFICIO MASTER PLACE";;"Clebio";"27981259573";"condominiomasterplace@gmail.comnfs01@atasistemas.com.br";"VALOR R$119,00 MENSAL | PONTO RHID 20F";"ATIVO";"Ponto ControlID";"29/10/2025";"29/10/2026";"31/10/2025 13:44";"29/10/2026";"Sistema de Ponto:||- Licença mensal do Software RHID Web até 20 Funcionários."
"385";"39399225000106-ESCOLA MULTIPLA";"ESCOLA MULTIPLA LTDA";;"Financeiro";"27997827570";"financeiro@escolamultipla.com.brrh@escolamultipla.com.brfabricio.teixeira@escolamultipla.com.brnfs01@atasistemas.com.br";"R$ 249,00 Mensal | Software RHID (50F/03 CNPJs)";"ATIVO";"Ponto ControlID";"18/03/2025";"17/03/2026";"25/03/2025 08:55";"18/03/2026";"Assistência Técnica ao sistema de Ponto.||Licença do Software RHID para até 50 funcionários e 3 CNPJs ativos.||02/03/2026 - Adicional de +20 funcionários, passando de 50 para até 70 funcionários ativos. Reajuste nas parcelas passando para R$299,00 mensais."
"479";"53134001000195 CASA BAR & GAST";"CASA BAR & GASTRONOMIA LTDA";;"Leonardo";"(27)3218-4164";"bololoserraes@gmail.comnfs01@atasistemas.com.br";"VALOR R$ 209,00 I MENSAL - PONTO SECULLUM 20F";"ATIVO";"Ponto Secullum";"09/03/2026";"09/03/2027";"12/03/2026 15:49";"09/03/2027";"Sistema de Ponto:||- Licença mensal Software Secullum Web até 20 Funcionários."
"392";"60975737006435 - SOCIEDADE BEN";"SOCIEDADE BENEFICENTE SAO CAMILO";;"Marina";"(33) 98409-8368";"compras@saocamilo-hsjsc.com.brcontabilidade@saocamilo-hsjsc.com.brfinanceiro@saocamilo-hsjsc.com.brconvenios@saocamilo-hsjsc.com.brnfs01@atasistemas.com.br";"Valor R$ 812,00 I Ponto Web 160F";"ATIVO";"Ponto Secullum";"01/05/2025";"01/05/2026";"02/05/2025 15:16";"01/05/2026";"Serviço de Assistência Técnica ao Sistema de Ponto:||Software Ponto Secullum Web para até 160 funcionários ativos.||Linha do tempo:|09/03/2026 — Upgrade de +20 funcionários no Ponto Secullum Web PRO, passando de 140 para até 160 funcionários ativos. Reajuste nas parcelas, passando de R$714,00 para R$812,00 mensais.|01/05/2025: migrado do contrato 2287 (offline para web).|"
"393";"60975737006435 - SOCIEDADE BEN";"SOCIEDADE BENEFICENTE SAO CAMILO";;"Marina";"(33) 98409-8368";"compras.hsjsc@saocamilosaude.com.brcontabilidade@saocamilo-hsjsc.com.brfinanceiro@saocamilo-hsjsc.com.brconvenios@saocamilo-hsjsc.com.br";"CONTRATO CRIADO EM DUPLICIDADE";"CANCELADO";"Ponto Secullum";"01/05/2025";"01/05/2026";"08/05/2025 15:33";"01/05/2026";"Assistência Técnica ao Sistema de Ponto|Software do Ponto Secullum Web par até 140 funcionários ativos|Migração do contrato 2287"
"2501";"19352454000150 SUPERIOR TRAN";"SUPERIOR TRANSPORTES LOCACAO E LOGISTICA LTDA";;"Financeiro";"27-99239-1602";"dp@superiortransportes.com.brnfe@superiortransportes.com.brcontrole@superiortransportes.com.brfinanceiro@superiortransportes.com.brnfs01@atasistemas.com.br";"Valor R$1.122,96 Mensal | Ponto Web (QR)";"ATIVO";"Ponto Secullum";"03/03/2024";"02/03/2027";"29/01/2025 09:35";"02/03/2027";"Descrição: Contrato de manutenção de sistema de ponto.||- Licença Mensal do Ponto Secullum Web PRO ( Até 210 funcionários )|- Serviço técnico de apoio e suporte remoto.||O banco de dados irá atender às empresas:|19352454000150 — SUPERIOR TRANSPORTES LOCACAO E LOGISTICA LTDA - ME - ES|19352454000400 — SUPERIOR TRANSPORTES LOCACAO E LOGISTICA|19352454000230 — SUPERIOR TRANSPORTES LOCACAO E LOGISTICA LTDA - SP|19352454000664 — SUPERIOR TRANSPORTES LOCACAO E LOGISTICA LTDA - RS"
"360";"36045474000105 CENTRO DA PRAIA";"CONDOMINIO DO EDIFICIO CENTRO DA PRAIA";;"Financeiro";;"faturamento@confianca.adm.brnfs01@atasistemas.com.br";"Valor R$ 126,44 I Secullum Web 20F";"ATIVO";"Ponto Secullum";"19/05/2024";"18/05/2026";"28/01/2025 16:31";"18/05/2026";"Descrição: Contrato de manutenção de sistema de ponto.||- Licença Mensal do Ponto Secullum Web ( Até 20 funcionários )|- Serviço técnico de apoio e suporte remoto.||20/05/25 Contrato renovado por IGPM. Acréscimo de 8,51%. Passando de R$116,52 para R$126,44"
"405";"36360857000160 SWEET ROSE COM";"SWEET ROSE COMERCIO DE PERFUMARIA E COSMETICOS LTDA";;"Financeiro";;"julia@grupoore.comjuliana@grupoore.comnfs01@atasistemas.com.br";"Valor R$435,69 Mensal | Ponto Web";"ATIVO";"Ponto Secullum";"17/11/2023";"17/11/2026";"07/07/2025 08:58";"17/11/2026";"CNPJ ANTIGO 36360857000402 (Contrato 2319)"
"2963";"41935500000100-CHEYLA BIANCHI";"CHEYLA BIANCHI ADMINISTRACAO E SERVICOS LTDA";;"finaneiro";"2799231-2185";"cheylabianchi@gmail.comeduardo@bianchicondominios.comnfs01@atasistemas.com.br";"R$ 239,00 Mensal | Ponto Secullum Web (30F)";"ATIVO";"Ponto Secullum";"19/12/2024";"18/12/2026";"29/01/2025 09:48";"19/12/2026";"Sistema de ponto: |Serviço de manutenção ao software de ponto.|Sistema de ponto:   Serviço de manutenção ao software de ponto.  Licença do Ponto Secullum Web PRO ( Até 30 Funcionários)|"
"396";"29067113040813 POLIMIX";"POLIMIX CONCRETO LTDA";;"Pablo Nunes";"84 996529669";"nfe.fbe@mizu.com.brpablo.nunes@mizu.com.brjhonata.costa@mizu.com.brnfs01@atasistemas.com.br";"VALOR R$ 380,00 - MENSAL Software Secullum Acesso 05 Equipamentos";"ATIVO";"Acesso Locação SW + Manutenção";"23/05/2025";"23/05/2026";"30/05/2025 14:19";"23/05/2026";"Sistema de Acesso:||Licença Mensal do software Secullum Acesso Net | 200 pessoas e 05 equipamentos ."
"388";"36411843000209 RV VIDROS LTD";"RV VIDROS LTDA";;"Elaine";"27 99817-2586";"rh@gruporvvidros.com.brfinanceiro@gruporvvidros.com.brgabriela.malavasi@gruporvvidros.com.branna.rodrigues@gruporvvidros.com.brnfs01@atasistemas.com.br";"Valor R$ 262,72 Mensal I Secullum Acesso ( 200 | 2 equipamentos )";"ATIVO";"Acesso Locação SW + Manutenção";"15/07/2024";"15/07/2026";"26/03/2025 17:14";"15/07/2026";"Descrição: Serviço de manutenção ao software de acesso.|Licença do Secullum Acesso ( 200 | 2 equipamentos ) + Serviço técnico de apoio e suporte remoto.|Migrado do Contrato 2730 para este.||18/09/2025 Renovação por IGPM. Acréscimo de 3,03%. Passando de R$255,00 para R$262,72"
"383";"36411843000209 RV VIDROS LTD";"RV VIDROS LTDA";;"Elaine";"27 99817-2586";"rh@gruporvvidros.com.brfinanceiro@gruporvvidros.com.brgabriela.malavasi@gruporvvidros.com.branna.rodrigues@gruporvvidros.com.brnfs01@atasistemas.com.br";"Valor R$ 118,18 (Rateio 3 / R$ 332,74) Mensal I RHID 80F";"ATIVO";"Ponto ControlID";"07/11/2023";"07/11/2026";"20/03/2025 14:35";"07/11/2026";"ESTE CONTRATO ESTÁ VINCULADO AO 2265 (RATEIO DO CONTRATO ORIGINAL)||- O cliente fará o rateio do valor de R$ 332,74 mensais entre as 3 (três) empresas do grupo.|36.411.843/0001-28 RV VIDROS MATRIZ | R$ 110,91 mensais|36.411.843/0002-09 RV VIDROS FILIAL | R$ 110,91 mensais|26.030.751/0001-44 UA TRANSPORTES | R$ 110,91 mensais||13/11/2025 - Renovação por IGPM.|Em percentual:   6,5556%|Em fator de multiplicação:   1,065556|Os valores do índice utilizados neste cálculo foram:|Novembro-2023 = 0,59% Dezembro-2023 = 0,74% Janeiro-2024 = 0,07% Fevereiro-2024 = -0,52% Março-2024 = -0,47% Abril-2024 = 0,31% Maio-2024 = 0,89% Junho-2024 = 0,81% Julho-2024 = 0,61% Agosto-2024 = 0,29% Setembro-2024 = 0,62% Outubro-2024 = 1,52% Novembro-2024 = 1,30% Dezembro-2024 = 0,94% Janeiro-2025 = 0,27% Fevereiro-2025 = 1,06% Março-2025 = -0,34% Abril-2025 = 0,24% Maio-2025 = -0,49% Junho-2025 = -1,67% Julho-2025 = -0,77% Agosto-2025 = 0,36% Setembro-2025 = 0,42% Outubro-2025 = -0,36%.|Valor atualizado  =  valor * fator  =  R$110,91 * 1,065556|Valor atualizado  =  R$118,18"
"380";"42721642000120 NATURE DO BRASI";"NATURE DO BRASIL LTDA";;"Financeiro";"27 99989-8175";"naturedobrasil.adm@gmail.comnfs01@atasistemas.com.br";"R$ 169,00 Mensal | RHiD (20F)";"ATIVO";"Ponto ControlID";"13/02/2025";"12/02/2027";"17/02/2025 16:32";"13/02/2027";"Sistema de Ponto:|Assistência técnica ao sistema de ponto|Licença do software RHID até 10 funcionários||LINHA DO TEMPO:|# 13/02/2025: Início da primeira vigência.|# 06/03/2025: Upgrade da Licença, com adicional de + 10 funcionários, passando de 10 para até 20 funcionários ativos. Acréscimo de  R$ 20,00, passando de R$ 119,00 para R$ 139,00 mensais.|18/08/2025 - Upgrade no RHID, adicional de + 10 funcionários, passando de 20 para até 30 funcionários ativos. Acréscimo de  R$ 30,00, passando de R$ 139,00 para R$ 169,00 mensais."
"429";"14247481000149 ALEXANDRE DA SI";"ALEXANDRE DA SILVA RIBEIRO";;"Jacqueline Maria";"6782021125";"contatotripcoast@gmail.comnfs01@atasistemas.com.br";"VALOR R$119,00 MENSAL - PONTO RHID 20F";"ATIVO";"Ponto ControlID";"04/09/2025";"04/09/2026";"12/09/2025 14:10";"04/09/2026";"Sistema de Ponto:||- Licença mensal do software RHID web 20 Funcionários."
"391";"20281810000170-ACADEMIA ONE FI";"ACADEMIA ONE FITNESS LTDA";;"Willian";"(27) 9 8159-4248";"1amaisfitnes@gmail.comnfs01@atasistemas.com.br";"Valor mensal R$119,00 - software de ponto RHID (20F)";"ATIVO";"Ponto ControlID";"22/04/2025";"22/04/2026";"24/04/2025 08:48";"22/04/2026";"Sistema de ponto: ||Serviço de manutenção ao software de ponto.||Licença do Ponto RHID ( Até 20 Funcionários)|"
"382";"33477592000196 SERVICE ROOF MO";"SERVICE ROOF MONTAGENS E MANUTENCAO LTDA";;"Financeiro";"27999444195";"sandra.araujo@serviceroof.com.bradm@serviceroof.com.brnfs01@atasistemas.com.br";"R$ 199,00 Mensal - Ponto RHID 40F";"ATIVO";"Ponto ControlID";"07/03/2025";"07/03/2027";"28/02/2025 16:16";"07/03/2027";"Sistema de ponto:|Assistência ao sistema de ponto.|Licença do Software RHID (até 10 funcionários I 01 CNPJ)"
"381";"55018424000175 INJETECH CATALI";"INJETECH CATALISADORES LTDA";;"Vania";"(27) 3012-0624";"injetech.rh@gmail.cominjetech.financeiro@gmail.comnfs01@atasistemas.com.br";"Controle de ponto Secullum Web";"ATIVO";"Ponto Secullum";"11/02/2024";"10/02/2027";"21/02/2025 10:11";"10/02/2027";"Descrição: Contrato de manutenção de sistema de ponto.||10/10/2023 -  UPGRADE de +10 funcionários no sistema Ponto Secullum Web, passando de 20 para 30 funcionários ativos. Adicional de R$ 30,00 ao contrato 1941 (SIGE), passando de R$ 135,97 para R$ 165,97 mensal.|- Licença Mensal do Ponto Secullum Web ( Até 20 funcionários )|- Serviço técnico de apoio e suporte remoto."
"389";"58355993000102 INOVA DISTRIBUI";"INOVA DISTRIBUIDORA VIX LTDA";;"Atendente";"(27) 99987-4904";"inovadistribuidoravix@gmail.comfinanceiroinova@iideia.com.brnfs01@atasistemas.com.br";"Valor R$ 225,07 Mensal I Ponto Web Pro 20F";"ATIVO";"Ponto Secullum";"16/09/2024";"16/09/2026";"11/04/2025 13:11";"16/09/2026";"Descrição: Serviço de manutenção ao software de ponto.||- Licença do Ponto Secullum Web Pro ( 20 funcionários ativos ) + Serviço técnico de apoio e suporte remoto.||Linha do Tempo:|11/04/2025: migração do contrato 2814 para este novo CNPJ.||06/10/2025 Renovação por IGPM. Acréscimo de 3,03%. Passando de R$218,44 para R$225,07"
"390";"57729213000176 GVIX RESTAURA";"GVIX RESTAURANTES CORPORATIVO LTDA";;"adm";"(27)3355-2407";"gabriel@granvitoriaalimentacao.com.brrh@granvitoriaalimentacao.com.brdp@granvitoriaalimentacao.com.brcontasapagar@granvitoriaalimentacao.com.brnfs01@atasistemas.com.br";"Valor R$ 994,39 Mensal I Locação de 7 IDFlex + RHiD 140F";"ATIVO";"Ponto ControlID + Locação REP";"25/08/2024";"25/08/2026";"11/04/2025 13:40";"25/08/2026";"Descrição : Locação de equipamentos de controle de ponto e sistema de ponto.||Licença do Software Web de Gerenciamento de Ponto Control ID ( Até 100 funcionários ) + Aplicativo para smartphone (Android e iOS) + Suporte Remoto Total | Locação do Coletor Control iD IDFlex LC ( Biometria + Proximidade 125Khz )||LINHA DO TEMPO:|12/08/2025: Renovação por IGPM. Acréscimo de 2,96%. Passando de R$994,39 para R$1.023,82|11/04/2025: migrado do contrato 2719. Cliente está inadimplente, Gerente prometeu regularização.|25/03/2025- Acréscimo de R$ 128,00 referente ao adicional de +40 funcionários ativos, passando de 100 para 140 funcionários ativos. Orçamento 198.|Acréscimo de R$ 420,00 referente à locação de mais 6 (seis) iDFlex Bio Prox, passando para 7 equipamentos locados. Orçamento 197.Acréscimo total de R$ 548,00. Passando de R$ 446,3 para R$ 994,39.|"
"394";"60180094000150 DOUTOR FIT LTDA";"DOUTOR FIT LTDA";;"Cleiton";"27998329111";"Cleitonronai@hotmail.comnfs01@atasistemas.com.br";"Valor R$ 250,00 Mensal | Software Secullum Academia 600 P+APP";"CANCELADO";"Academia Secullum";"09/05/2025";"09/05/2026";"15/05/2025 16:07";"09/05/2026";"Sistema de acesso: |Software Secullum Academia 600 Pessoas com app.||24/06/2025 ****Interromper faturamento, considerando as últimas aprcelas:|Parcela 1: R$ 250,00 (vencimento no dia 15/07/2025) :: |Parcela 2: R$ 250,00 (vencimento no dia 15/08/2025) :: |Parcela 3: R$ 25,00 (vencimento no dia 15/09/2025)|"
"413";"31730278000148-ASSOCIACAO CAPI";"ASSOCIACAO CAPIXABA CONTRA O CANCER INFANTIL";;"Magna";"(27) 9 9711-1208";"compras@acacci.org.brnfs01@atasistemas.com.br";"VALOR R$453,60 ANUAL - PONTO RHID 50F";"ATIVO";"Outros Anual";"16/07/2025";"16/07/2026";"21/07/2025 10:15";"16/07/2026";"Sistema de Ponto:||- Licença ANUAL do Software RHID Web até 50 Funcionários.|- Contrato feito a preço de custo."
"402";"28505709000168-PARQUE DAS HORT";"CONDOMINIO PARQUE DAS HORTENSIAS";;"DR. Artenio Mercon";"27999813530";"artenio@merconemoulin.com.brfinanceiro@lfcontrol.com.brnfs01@atasistemas.com.br";"VALOR R$119,00 MENSAL - PONTO RHID";"ATIVO";"Ponto ControlID";"09/06/2025";"09/06/2026";"20/06/2025 12:57";"09/06/2026";"Sistema de ponto:||- Licença mensal do Software RHID Web (Até 20 Funcionários)."
"417";"17382795000142 TURMA DA MONI";"SLIMONICA MENEZES DA CRUZ";;"Mônica Menezes";"27 99630-4382";"hotelzinho_turmadamonica@outlook.comnfs01@atasistemas.com.br";"VALOR R$119,00 MENSAL - PONTO RHID 20f";"ATIVO";"Ponto ControlID";"05/08/2025";"05/08/2026";"08/08/2025 14:46";"05/08/2026";"Sistema de Ponto:||20/01/2026 - EMAIL JOÃO 20/01/2026|O valor das 3 parcelas inadimplentes será incrementado nas 6 próximas parcelas de forma diluída, com isso ficará deste jeito:|•	1ª a 6ª parcela: R$178,50.|•	Demais parcelas: voltar ao preço original de R$ 119,00 até momento de reajuste.|||- Licença mensal do Software de ponto RHiD (até 20 funcionários) + App."
"401";"49787458000121 - PLANET MIX CO";"PLANET MIX COMERCIO E SERVICOS LTDA";;"Jorge";"27 99857-3677";"jorgeluizfnc@hotmail.comnfs01@atasistemas.com.br";"VALOR R$174,00 MENSAL - PONTO RHID";"ATIVO";"Ponto ControlID";"03/06/2025";"03/06/2026";"20/06/2025 12:44";"03/06/2026";"Sistema de ponto: ||- Licença Mensal do Software de Ponto RHID (Até 20 Funcionários).||06/03/2026 — Upgrade +10 funcionários e +1CNPJ, passando para 30 funcionários e 2 CNPJs ativos. Reajuste das parcelas passando para R$174,00 mensais."
"410";"13125020700 ESTEVAO GIACOMIN";"ESTEVAO GIACOMIN ALVES";;"Estevão";"(27) 99732-1793";"giacominagronegocios@gmail.comestevao_giacomin@hotmail.comnfs01@atasistemas.com.br";"VALOR R$119,00 MENSAL - PONTO RHID";"ATIVO";"Ponto ControlID";"08/07/2025";"08/07/2026";"11/07/2025 15:12";"08/07/2026";"Sistema de ponto:||- Licença Mensal do Software de Ponto RHID - até 20 Funcionários.||08/08/2025 - Upgrade no software RHID: (+30 funcionários ativos | +1 CNPJ). Passou de 30 para até 60 funcionários ativos, e de 1 (um) para 2 (dois) CNPJs ativos [01920085521 - LAIS COSTA COELH]. Acréscimo de R$ 115,00, passando de R$ R$ 119,00 para R$ 234,00 mensais.||"
"400";"54200199000120 NOVA ROMA COM";"NOVA ROMA COMERCIO DE VEICULOS LTDA";;"Alexandre";"27 999933112";"novaRoma.vel@gmail.comnfs01@atasistemas.com.br";"VALOR R$119,00 MENSAL - PONTO RHID";"ATIVO";"Ponto ControlID";"17/06/2025";"17/06/2026";"20/06/2025 12:34";"17/06/2026";"Sistema de ponto:||- Licença Mensal do Software de Ponto RHID (Até 10 funcionários).||18/07/2025 - Upgrade de +10 funcionários, passando de 10 para até 20 funcionários ativos no RHID. Não houve acréscimo no valor da mensalidade pois estão na faixa promocional."
"409";"09417566000198 MARCELLO POLT";"MARCELLO POLTRONIERI COMERCIO DE PRODUTOS DE PADARIA";;"Antonio";"27 99862-2940";"antonio@comercialpoltronieri.com.brnfs01@atasistemas.com.br";"VALOR R$229,00 MENSAL -  Ponto Secullum PRO";"ATIVO";"Ponto Secullum";"10/07/2025";"10/07/2026";"11/07/2025 14:52";"10/07/2026";"Sistema de Ponto:||- Licença Mensal do Software Ponto Secullum PRO - 30 funcionários."
"399";"03283887000160 - FIOROT ADVOGA";"FIOROT ADVOGADOS ASSOCIADOS";;"Fabiana Perim de Tassis";"27999197019";"financeiro@fiorot.adv.brnfs01@atasistemas.com.br";"VALOR R$119,00 MENSAL - PONTO RHID";"CANCELADO";"Ponto ControlID";"18/06/2025";"18/06/2026";"20/06/2025 12:15";"18/06/2026";"Sistema de ponto: ||Licença Mensal do Software RHID Web ( Até 20 Funcionários).|"
"412";"13051611000100 J.M. BERGAMINI";"J.M. BERGAMINI - TRANSPORTES LTDA";;"Marcelo Monti";"27981512450";"marcelo@bergaminitransportes.comcontasapagar@bergaminitransportes.comnfs01@atasistemas.com.br";"VALOR R$169,00 MENSAL - PONTO RHID";"ATIVO";"Ponto ControlID";"14/07/2025";"14/07/2026";"18/07/2025 14:36";"14/07/2026";"Sistema de Ponto:||- Licença Mensal Software RHID Web até 20 Funcionários e 02 CNPJs.||18/11/2025 - Adicional de +10 funcionários no RHID. Acréscimo de R$35,00, passando de R$ 134,00 para R$ 169,00 mensais."
"420";"13469249000192- SOLUTION TRANS";"SOLUTION TRANSPORTES E LOGISTICA LTDA";;"Fabiola";"27997997344";"adm@solutiontransporte.com.brnfs01@atasistemas.com.br";"VALOR R$134,00 MENSAL - PONTO RHID 20F";"ATIVO";"Ponto ControlID";"13/08/2025";"13/08/2026";"15/08/2025 14:44";"13/08/2026";"Sistema de Ponto:||- Licença mensal do Software RHID Web até 20 Funcionários."
"408";"01104201000100 - BATALHA ADMIN";"BATALHA ADMINISTRADORA E CORRETORA DE SEGUROS LTDA";;"Cristina";"27 99224-1737";"financeiro@batalhacorretora.com.brnfs01@atasistemas.com.br";"VALOR R$249,00 MENSAL - Ponto Web Pro 30F";"ATIVO";"Ponto Secullum";"09/07/2025";"09/07/2026";"11/07/2025 14:30";"09/07/2026";"Sistema de ponto:||- Licença Mensal do software Secullum Web Pro - 30 Funcionários."
"407";"36043727000101 ABACATEIROS";"CONDOMINIO DO CONJUNTO RESIDENCIAL ABACATEIROS";;"Neandro";;"rh@assessoriaevoluir.com.brnfs01@atasistemas.com.br";"VALOR R$239,00 MENSAL Secullum Web Pro 30";"ATIVO";"Acesso Manutenção";"01/07/2025";"01/07/2026";"07/07/2025 15:20";"01/07/2026";"Sistema de acesso:||- Licença do software Secullum Web PRO para 30 funcionários."
